price,carat,cut,color,clarity,length_mm,width_mm
2706,0.72,Ideal,F,SI,5.75,5.79
593,0.31,Very Good,G,SI,4.33,4.31
1662,0.54,Ideal,F,VS,5.2,5.25
2922,0.53,Ideal,F,VVS,5.24,5.18
1221,0.55,Ideal,E,SI,5.27,5.31
670,0.3,Ideal,D,VS,4.25,4.29
2690,0.71,Ideal,D,SI,5.78,5.82
755,0.41,Good,F,SI,4.68,4.72
959,0.33,Ideal,H,IF,4.51,4.5
1053,0.39,Premium,I,VVS,4.7,4.67
5077,1.02,Very Good,F,SI,6.55,6.61
5376,1.2,Premium,H,SI,6.91,6.76
5034,1.01,Premium,G,SI,6.61,6.54
2874,0.7,Premium,F,VS,5.71,5.67
393,0.32,Ideal,J,VS,4.38,4.44
2010,0.56,Ideal,E,VS,5.29,5.34
2300,0.74,Premium,H,SI,5.75,5.7
2443,0.76,Premium,F,SI,5.79,5.77
3145,0.7,Ideal,H,VS,5.73,5.77
481,0.34,Ideal,D,SI,4.5,4.55
5020,1.01,Ideal,H,SI,6.5,6.54
1244,0.67,Very Good,E,SI,5.62,5.53
943,0.43,Ideal,G,VS,4.84,4.86
2066,0.56,Ideal,D,VS,5.29,5.25
683,0.41,Ideal,D,SI,4.72,4.75
447,0.3,Very Good,G,SI,4.35,4.39
4202,1,Good,I,VS,6.35,6.32
5364,1.03,Premium,H,VS,6.47,6.36
868,0.3,Ideal,F,VVS,4.28,4.31
2952,0.72,Ideal,G,VS,5.76,5.8
655,0.4,Good,G,SI,4.61,4.7
827,0.41,Good,E,VS,4.67,4.7
942,0.31,Ideal,D,VS,4.38,4.36
7139,1.51,Fair,J,VS,7.16,7.11
4720,1.12,Ideal,F,SI,6.68,6.66
1306,0.6,Good,F,SI,5.33,5.4
11853,1.3,Ideal,G,VVS,7.04,7.11
2967,0.79,Ideal,H,VS,5.91,5.93
9504,1.63,Very Good,H,SI,7.77,7.72
2841,0.73,Premium,F,VS,5.9,5.87
1054,0.39,Very Good,E,VVS,4.74,4.77
2834,0.53,Ideal,F,VVS,5.2,5.23
609,0.3,Ideal,F,SI,4.35,4.37
518,0.27,Very Good,F,VS,4.14,4.18
1094,0.36,Ideal,D,VS,4.61,4.57
16800,2.04,Ideal,H,SI,8.15,8.18
828,0.32,Premium,F,VS,4.4,4.37
1327,0.59,Good,E,SI,5.53,5.49
8796,1.2,Premium,F,VS,6.77,6.73
573,0.3,Ideal,F,VS,4.3,4.36
7233,1.03,Very Good,F,VS,6.47,6.51
2858,0.92,Premium,J,SI,6.22,6.18
2160,0.5,Ideal,F,VVS,5.11,5.08
2266,0.71,Very Good,F,SI,5.7,5.63
1928,0.55,Premium,E,VS,5.28,5.3
907,0.4,Premium,E,SI,4.73,4.7
5515,1.08,Very Good,H,VS,6.47,6.56
2051,0.53,Ideal,G,VVS,5.26,5.19
507,0.34,Very Good,D,SI,4.45,4.51
2081,0.56,Ideal,G,VVS,5.32,5.29
2805,0.73,Premium,F,VS,5.75,5.7
2590,0.58,Ideal,D,VS,5.37,5.4
2694,0.71,Ideal,D,SI,5.64,5.57
5673,1.1,Premium,H,VS,6.66,6.61
837,0.4,Very Good,E,SI,4.72,4.76
956,0.34,Ideal,E,VS,4.52,4.5
6171,1.51,Very Good,J,SI,7.28,7.25
1300,0.32,Ideal,E,IF,4.4,4.43
5653,1.03,Premium,D,SI,6.44,6.39
3372,0.86,Premium,F,SI,6.01,6.06
1235,0.42,Ideal,D,VS,4.84,4.79
1343,0.51,Ideal,E,SI,5.17,5.2
3775,0.83,Ideal,E,SI,6.03,6.05
645,0.32,Premium,F,VS,4.4,4.42
2897,0.76,Premium,E,SI,5.91,5.85
9377,1.15,Ideal,G,VVS,6.83,6.8
2184,0.77,Fair,I,VS,5.65,5.77
873,0.4,Ideal,G,SI,4.82,4.79
1589,0.55,Very Good,E,VS,5.38,5.46
4372,1,Premium,I,VS,6.39,6.47
2860,0.6,Ideal,E,VVS,5.41,5.44
720,0.4,Good,D,SI,4.68,4.71
1264,0.43,Ideal,G,VVS,4.85,4.82
1018,0.44,Premium,F,VS,4.98,4.92
4603,1.2,Very Good,H,SI,6.76,6.72
16370,1.51,Ideal,F,VS,7.34,7.38
2237,0.61,Ideal,H,VVS,5.52,5.55
2270,0.71,Good,I,VS,5.63,5.56
1089,0.58,Ideal,J,SI,5.36,5.4
3164,0.73,Ideal,H,VS,5.79,5.82
13234,1.51,Ideal,G,VS,7.32,7.35
9547,1.27,Ideal,F,VS,6.96,6.98
3770,1.02,Good,H,SI,6.75,6.68
666,0.4,Good,I,VS,4.68,4.72
2313,0.7,Very Good,F,SI,5.64,5.68
2511,0.71,Ideal,G,VS,5.75,5.72
7792,1.01,Premium,F,VS,6.45,6.39
1209,0.43,Premium,E,VS,4.82,4.78
4199,0.91,Ideal,I,VS,6.17,6.25
863,0.3,Ideal,G,IF,4.33,4.36
645,0.32,Ideal,F,VS,4.38,4.41
675,0.3,Premium,E,SI,4.33,4.27
745,0.34,Ideal,E,VS,4.45,4.49
12674,1.73,Premium,I,VS,7.65,7.62
408,0.31,Very Good,F,SI,4.34,4.36
1576,0.52,Ideal,E,VS,5.2,5.23
1295,0.55,Very Good,D,SI,5.22,5.24
642,0.31,Very Good,G,VVS,4.4,4.42
11594,2.72,Ideal,H,I,9.17,9.13
13229,2.02,Ideal,I,SI,8.12,8.05
4119,1.01,Very Good,F,SI,6.31,6.36
844,0.3,Premium,E,VS,4.34,4.3
12872,1.51,Very Good,G,VS,7.28,7.2
733,0.31,Ideal,E,VS,4.37,4.4
6175,1.49,Ideal,F,I,7.31,7.28
1133,0.41,Very Good,E,VVS,4.75,4.72
7357,1.05,Ideal,G,VS,6.49,6.51
5689,1.23,Good,D,SI,6.94,6.88
4872,0.9,Very Good,G,VS,6.11,6.2
2559,0.71,Ideal,H,VS,5.66,5.71
468,0.26,Ideal,H,VVS,4.11,4.16
3920,1,Good,I,SI,6.33,6.27
878,0.41,Very Good,E,SI,4.73,4.71
614,0.32,Ideal,H,VVS,4.34,4.37
2801,0.96,Ideal,F,I,6.37,6.41
5696,1.01,Very Good,G,VS,6.37,6.41
8294,1.21,Premium,H,IF,6.8,6.83
5554,1.96,Fair,F,I,7.59,7.56
866,0.38,Very Good,E,VS,4.66,4.7
608,0.3,Premium,I,VS,4.3,4.26
2415,0.74,Premium,F,SI,5.85,5.82
16960,1.73,Premium,G,VS,7.74,7.71
6299,1.54,Ideal,G,I,7.43,7.4
8528,1.11,Very Good,F,VS,6.69,6.71
4704,1,Fair,D,SI,6.15,6.04
698,0.31,Ideal,G,VS,4.34,4.29
14294,1.51,Ideal,F,VS,7.32,7.27
687,0.31,Ideal,H,VVS,4.38,4.41
2984,0.74,Ideal,E,VS,5.8,5.77
447,0.31,Ideal,I,VS,4.32,4.36
5975,1.01,Very Good,F,SI,6.39,6.43
1063,0.35,Ideal,E,VS,4.55,4.53
4191,0.9,Ideal,E,SI,6.19,6.22
574,0.3,Premium,D,SI,4.31,4.28
5229,1.01,Good,H,VS,6.43,6.5
605,0.3,Premium,G,VS,4.34,4.38
1917,0.81,Premium,J,SI,5.98,5.94
1105,0.31,Ideal,E,VVS,4.38,4.4
4326,0.92,Good,F,SI,6.12,6.17
4028,1,Good,H,VS,6.28,6.26
15293,1.55,Ideal,E,VS,7.39,7.45
1079,0.41,Ideal,E,VS,4.77,4.8
891,0.31,Ideal,G,IF,4.38,4.42
1404,0.4,Good,F,IF,4.69,4.7
421,0.3,Good,H,SI,4.24,4.27
985,0.34,Ideal,F,IF,4.48,4.51
4419,0.9,Very Good,E,VS,6.13,6.16
4277,0.9,Fair,D,VS,6.26,6.29
904,0.41,Good,F,SI,4.74,4.71
706,0.35,Ideal,F,VS,4.53,4.55
5392,1.14,Ideal,J,VS,6.7,6.73
9009,1.25,Premium,G,VS,6.91,6.94
621,0.41,Very Good,G,SI,4.82,4.85
6946,1.28,Premium,H,SI,7,6.94
3807,0.61,Good,F,SI,5.36,5.29
5649,1.22,Premium,I,VS,6.8,6.75
691,0.3,Very Good,H,IF,4.3,4.33
2075,0.61,Premium,F,VS,5.58,5.5
702,0.39,Very Good,D,VS,4.63,4.69
589,0.32,Good,D,SI,4.37,4.38
688,0.43,Very Good,E,SI,4.83,4.85
626,0.38,Ideal,I,SI,4.62,4.66
1809,0.58,Ideal,F,VS,5.41,5.44
6140,1.29,Premium,I,SI,7.03,6.92
10830,1.53,Premium,G,SI,7.58,7.52
3624,0.9,Very Good,F,SI,6.09,6.15
523,0.31,Premium,J,VS,4.33,4.31
5639,1,Ideal,D,SI,6.3,6.38
872,0.31,Ideal,E,VS,4.35,4.32
663,0.3,Very Good,D,VS,4.24,4.27
625,0.31,Ideal,F,VS,4.33,4.37
4398,1.02,Very Good,E,SI,6.4,6.43
863,0.3,Very Good,D,VS,4.37,4.4
9700,1.52,Premium,H,SI,7.44,7.39
1013,0.4,Good,G,VVS,4.86,4.88
2338,0.77,Good,H,SI,5.82,5.74
1069,0.38,Ideal,E,VS,4.65,4.62
1422,0.54,Premium,E,SI,5.21,5.25
6040,1,Very Good,D,SI,6.35,6.41
8279,1.01,Ideal,D,VS,6.42,6.46
2823,0.71,Premium,E,VS,5.71,5.66
10210,1.56,Ideal,F,SI,7.41,7.45
8366,1.52,Premium,D,SI,7.56,7.45
734,0.31,Ideal,D,VS,4.33,4.35
608,0.24,Very Good,F,VVS,3.97,4.01
800,0.38,Ideal,F,VS,4.6,4.63
507,0.34,Premium,D,SI,4.54,4.58
3818,1.01,Premium,I,SI,6.43,6.38
453,0.26,Good,F,VS,4.2,4.25
844,0.3,Ideal,E,VS,4.28,4.25
12508,2.22,Fair,G,SI,8.32,8.15
1715,0.5,Very Good,D,VS,5.04,5
4718,1.02,Premium,D,SI,6.52,6.48
380,0.31,Premium,J,VS,4.31,4.36
3921,1.03,Ideal,J,SI,6.45,6.5
9526,1.75,Premium,H,VS,7.75,7.69
1438,0.51,Ideal,H,VS,5.11,5.16
6825,1.01,Good,F,VS,6.42,6.49
4840,1.14,Very Good,I,SI,6.66,6.72
4579,1,Premium,E,SI,6.41,6.34
2160,0.53,Ideal,F,VVS,5.2,5.24
10963,1.59,Very Good,G,SI,7.57,7.65
605,0.3,Very Good,F,VS,4.29,4.33
4191,0.91,Very Good,E,SI,6.12,6.17
15461,1.59,Premium,F,VS,7.59,7.62
2400,0.7,Very Good,F,VS,5.79,5.85
520,0.33,Premium,H,SI,4.49,4.43
2999,0.74,Premium,E,VS,5.83,5.8
772,0.31,Ideal,G,VVS,4.3,4.34
17614,2.07,Ideal,G,SI,8.16,8.21
1586,0.54,Ideal,I,SI,5.22,5.27
452,0.28,Very Good,D,VS,4.13,4.16
2150,0.7,Fair,G,SI,5.64,5.58
4181,1.04,Very Good,F,SI,6.44,6.5
752,0.27,Ideal,D,VVS,4.18,4.15
597,0.26,Very Good,E,VVS,4,4.03
421,0.3,Very Good,H,SI,4.24,4.28
530,0.23,Very Good,F,VVS,4,4.04
876,0.41,Ideal,H,SI,4.82,4.75
3743,0.9,Fair,E,SI,6.12,6.18
655,0.3,Very Good,G,VVS,4.26,4.28
456,0.26,Ideal,F,VS,4.09,4.12
10833,2,Premium,G,SI,8.13,8.07
837,0.3,Very Good,E,VVS,4.36,4.41
15151,1.73,Premium,G,VS,7.72,7.57
1074,0.5,Very Good,H,VS,5.05,5.08
898,0.38,Ideal,H,VS,4.62,4.59
2946,0.71,Very Good,E,VS,5.64,5.67
6083,1.01,Very Good,F,VS,6.4,6.44
880,0.34,Premium,H,VVS,4.47,4.43
709,0.31,Very Good,D,VS,4.27,4.3
1654,0.53,Ideal,I,IF,5.18,5.22
12612,2.1,Very Good,I,SI,8.29,8.33
2822,0.73,Ideal,F,SI,5.75,5.78
576,0.25,Ideal,E,VVS,4.08,4.1
493,0.31,Ideal,G,SI,4.37,4.39
526,0.3,Very Good,H,VS,4.23,4.28
14892,1.72,Premium,F,SI,7.68,7.65
2294,0.71,Premium,I,VS,5.7,5.73
2309,0.67,Very Good,G,VS,5.69,5.75
780,0.33,Ideal,D,SI,4.46,4.44
2475,0.7,Very Good,G,VS,5.63,5.68
1436,0.5,Good,F,VS,5.03,5.07
2941,0.79,Very Good,E,SI,6.04,6.06
789,0.31,Ideal,H,IF,4.36,4.4
1926,0.64,Premium,E,VS,5.48,5.46
1716,0.51,Premium,D,VS,5.07,5.12
15420,1.51,Premium,G,VVS,7.33,7.3
526,0.3,Ideal,G,VS,4.28,4.3
5702,1,Very Good,G,VS,6.27,6.42
1068,0.51,Very Good,I,SI,5.07,5.11
4538,1.12,Very Good,H,SI,6.63,6.68
8915,1.52,Good,H,SI,7.11,7.18
1080,0.4,Very Good,I,VVS,4.71,4.67
3131,0.71,Very Good,D,VS,5.69,5.76
18431,1.72,Ideal,G,VVS,7.63,7.72
3087,0.74,Ideal,D,VS,5.84,5.79
6183,1.23,Ideal,I,SI,6.86,6.91
4194,1.07,Good,I,VS,6.41,6.38
589,0.32,Very Good,D,SI,4.33,4.36
2799,0.78,Ideal,D,SI,5.91,5.86
2313,0.71,Ideal,I,SI,5.7,5.74
6097,1.29,Ideal,J,SI,7,7.06
491,0.26,Premium,H,VS,4.1,4.06
1410,0.55,Good,F,SI,5.42,5.44
544,0.27,Very Good,D,VVS,4.14,4.15
1134,0.63,Good,J,SI,5.63,5.58
5562,1.2,Ideal,G,SI,6.98,6.94
2171,0.77,Premium,E,SI,5.84,5.8
3574,0.91,Ideal,I,SI,6.2,6.24
7190,1.2,Ideal,H,VS,6.9,6.85
1181,0.41,Premium,D,VVS,4.78,4.75
6703,1.2,Very Good,E,SI,6.91,6.83
2328,0.76,Fair,H,SI,5.84,5.77
6542,1.23,Very Good,H,SI,6.79,6.83
772,0.4,Premium,D,SI,4.69,4.73
2806,0.81,Very Good,G,SI,5.89,5.94
11565,1.51,Premium,E,SI,7.3,7.26
5939,1.01,Ideal,D,SI,6.44,6.37
531,0.34,Ideal,G,SI,4.49,4.52
589,0.32,Very Good,D,SI,4.38,4.42
746,0.37,Ideal,F,VS,4.59,4.63
633,0.25,Very Good,F,VVS,4.05,4.08
1107,0.41,Premium,I,VVS,4.77,4.75
1770,0.7,Fair,D,SI,5.51,5.44
449,0.32,Very Good,E,SI,4.34,4.37
11268,1.51,Premium,H,VS,7.31,7.25
1323,0.4,Premium,F,VVS,4.78,4.75
6974,1.03,Premium,D,VS,6.62,6.57
1334,0.44,Ideal,E,VVS,4.91,4.88
1104,0.5,Ideal,E,SI,5.05,5.11
2770,0.76,Ideal,D,SI,5.78,5.83
10093,1.57,Ideal,I,VS,7.56,7.49
736,0.4,Ideal,I,VS,4.76,4.82
8556,1.18,Ideal,G,VS,6.81,6.76
4398,1.02,Very Good,E,SI,6.54,6.58
871,0.38,Good,D,VS,4.63,4.67
2993,0.75,Very Good,E,SI,5.73,5.75
730,0.33,Ideal,H,VVS,4.46,4.5
5221,1.2,Very Good,H,SI,6.67,6.71
1581,0.5,Premium,E,VS,5.11,5.13
605,0.3,Good,G,VS,4.25,4.28
421,0.25,Ideal,I,VVS,4.07,4.1
3689,0.93,Premium,G,SI,6.27,6.24
1249,0.41,Very Good,E,VVS,4.75,4.77
999,0.41,Ideal,E,VS,4.79,4.72
1176,0.38,Ideal,E,VVS,4.65,4.58
6834,0.8,Very Good,D,IF,5.85,5.87
4678,1.19,Ideal,J,SI,6.8,6.77
1161,0.52,Very Good,G,SI,5.17,5.19
3577,0.84,Good,E,SI,6.03,6.05
564,0.26,Good,D,VVS,4.06,4.09
2593,0.7,Very Good,F,VS,5.62,5.66
4764,1.03,Ideal,D,SI,6.51,6.46
2787,0.64,Ideal,D,VS,5.54,5.55
1439,0.41,Ideal,F,IF,4.78,4.83
2318,0.8,Fair,G,SI,5.86,5.75
645,0.32,Ideal,F,VS,4.4,4.42
2327,0.71,Good,I,VS,5.76,5.65
5222,1.02,Very Good,F,SI,6.39,6.43
2239,0.7,Premium,D,SI,5.67,5.64
1982,0.74,Fair,J,VS,5.91,5.8
673,0.3,Premium,F,VS,4.3,4.27
1692,0.55,Ideal,F,VS,5.27,5.3
2516,0.7,Ideal,F,SI,5.75,5.71
4448,0.93,Premium,D,SI,6.27,6.24
8174,1.55,Very Good,H,SI,7.31,7.34
789,0.3,Ideal,G,VVS,4.31,4.32
7476,1.5,Premium,I,SI,7.39,7.36
1252,0.4,Ideal,E,VS,4.76,4.8
4436,1.04,Premium,E,SI,6.53,6.51
1546,0.51,Premium,E,SI,5.09,5.06
2974,1,Fair,D,SI,5.96,5.87
1192,0.46,Ideal,I,IF,4.94,4.97
3437,0.9,Very Good,H,SI,6.13,6.16
6176,1.01,Fair,D,VS,6.21,6.16
1079,0.41,Premium,E,VS,4.74,4.78
17114,1.7,Ideal,F,VS,7.54,7.58
1200,0.4,Ideal,D,VS,4.71,4.67
3082,0.8,Premium,D,SI,5.94,5.9
1304,0.51,Fair,D,SI,5.05,5.01
842,0.32,Ideal,H,IF,4.41,4.42
3599,1.02,Premium,J,SI,6.42,6.39
1060,0.51,Ideal,I,VS,5.16,5.21
834,0.41,Very Good,G,VS,4.81,4.85
787,0.28,Ideal,F,IF,4.18,4.21
4182,0.97,Good,F,SI,6.49,6.54
472,0.23,Very Good,F,VVS,3.93,3.96
984,0.33,Ideal,E,VVS,4.42,4.46
886,0.38,Very Good,G,VS,4.77,4.86
1772,0.54,Ideal,F,VS,5.21,5.26
417,0.24,Very Good,F,VS,3.94,3.99
3627,0.9,Good,H,SI,6,5.96
2767,0.7,Good,H,VVS,5.62,5.65
12378,1.6,Very Good,H,VS,7.48,7.63
421,0.31,Ideal,H,SI,4.35,4.39
1354,0.5,Very Good,D,SI,5.01,5.06
3325,0.78,Ideal,G,VS,5.87,5.91
8780,1.34,Ideal,H,VS,7.14,7.07
1162,0.35,Very Good,D,VVS,4.61,4.63
741,0.4,Ideal,D,SI,4.71,4.73
3298,1.02,Good,J,SI,6.34,6.38
1809,0.55,Ideal,F,VS,5.25,5.28
7257,1.21,Premium,F,SI,6.82,6.79
8154,1,Premium,F,VVS,6.37,6.32
9668,1.09,Ideal,F,VVS,6.52,6.6
2753,0.84,Good,I,VS,5.94,5.9
561,0.32,Good,G,VS,4.3,4.35
6098,1,Very Good,F,VS,6.57,6.62
890,0.43,Ideal,J,IF,4.84,4.87
1071,0.51,Ideal,D,I,5.15,5.06
2002,0.71,Fair,E,SI,5.63,5.51
10483,1.21,Ideal,G,VVS,6.85,6.89
5301,1.01,Premium,E,SI,6.54,6.46
11982,1.53,Premium,H,VVS,7.41,7.46
796,0.3,Premium,H,VVS,4.38,4.35
1661,0.6,Very Good,F,SI,5.46,5.5
4989,1.08,Ideal,E,SI,6.55,6.6
16601,1.53,Premium,G,VVS,7.49,7.45
832,0.3,Very Good,F,VVS,4.28,4.3
1113,0.53,Ideal,G,SI,5.21,5.25
17160,2.22,Very Good,I,SI,8.29,8.35
14578,1.54,Premium,F,VS,7.43,7.38
5214,1.33,Premium,H,SI,7.07,7.01
463,0.33,Ideal,I,VS,4.42,4.49
5082,1.1,Very Good,I,VS,6.67,6.71
11999,1.53,Ideal,F,SI,7.34,7.39
731,0.3,Ideal,E,VVS,4.33,4.35
10727,1.75,Very Good,H,SI,7.72,7.8
4515,1.04,Ideal,H,SI,6.49,6.46
3749,1.01,Very Good,J,SI,6.35,6.4
2031,0.73,Very Good,J,SI,5.85,5.9
819,0.3,Premium,H,VVS,4.3,4.27
1915,0.56,Ideal,E,VS,5.3,5.27
2686,0.71,Premium,F,VS,5.81,5.77
463,0.27,Very Good,E,VS,4.17,4.21
614,0.3,Good,E,VS,4.26,4.29
3718,0.75,Very Good,E,VS,5.81,5.78
2155,0.59,Very Good,G,VVS,5.32,5.36
4135,0.82,Ideal,D,SI,5.97,5.99
1244,0.52,Good,G,SI,5.07,5.1
737,0.4,Ideal,E,SI,4.74,4.78
767,0.35,Premium,E,VS,4.59,4.63
1072,0.49,Premium,F,SI,5.1,5.08
11128,1.5,Fair,E,SI,7.45,7.4
8688,1.72,Ideal,J,SI,7.66,7.62
10539,1.04,Premium,E,VVS,6.46,6.41
10149,1.57,Premium,H,SI,7.38,7.32
9122,1.23,Premium,F,VS,6.94,6.9
1341,0.6,Premium,H,SI,5.54,5.5
672,0.32,Ideal,H,VS,4.4,4.39
506,0.3,Very Good,J,VS,4.3,4.25
3911,0.77,Very Good,E,VS,5.94,6.01
6300,1.15,Ideal,I,SI,6.68,6.72
2675,0.73,Very Good,F,SI,5.74,5.76
838,0.33,Ideal,H,IF,4.44,4.48
1363,0.51,Good,D,SI,5.21,5.25
1404,0.48,Ideal,F,VS,5.1,5.08
3108,0.77,Ideal,F,SI,5.89,5.95
2079,0.55,Ideal,E,VS,5.33,5.3
608,0.3,Premium,H,VS,4.27,4.22
6033,1.14,Premium,F,SI,6.75,6.7
1264,0.51,Ideal,D,SI,5.12,5.15
11379,1.52,Ideal,H,VS,7.38,7.43
6048,1,Premium,G,VS,6.4,6.3
4145,1.41,Fair,H,I,7.05,7
1446,0.52,Very Good,D,SI,5.11,5.15
9557,1.55,Very Good,E,SI,7.56,7.59
1074,0.4,Ideal,E,SI,4.76,4.72
5731,1.01,Very Good,D,SI,6.33,6.38
1352,0.52,Ideal,G,SI,5.18,5.2
1232,0.39,Premium,F,VVS,4.73,4.75
5445,1,Premium,E,SI,6.37,6.46
12907,2,Fair,I,VS,7.98,7.88
907,0.31,Very Good,G,VVS,4.32,4.26
17666,2.29,Premium,H,SI,8.43,8.37
1017,0.4,Premium,H,VVS,4.69,4.72
13439,1.37,Ideal,G,IF,7.11,7.15
4426,0.95,Premium,G,SI,6.47,6.42
1163,0.4,Ideal,F,VVS,4.76,4.74
5622,1.01,Very Good,D,SI,6.33,6.37
911,0.3,Ideal,E,VS,4.31,4.28
666,0.33,Ideal,F,VS,4.43,4.47
7970,1.12,Ideal,G,VS,6.67,6.69
577,0.27,Ideal,F,VS,4.17,4.2
3790,1.01,Premium,J,VS,6.39,6.34
589,0.32,Good,D,SI,4.35,4.38
1443,0.51,Ideal,E,SI,5.14,5.12
1814,0.7,Premium,I,VS,5.71,5.66
2192,0.7,Very Good,F,SI,5.62,5.69
7553,1.51,Premium,J,VS,7.36,7.35
2382,0.7,Very Good,F,SI,5.64,5.7
3473,0.9,Premium,D,SI,6.16,6.12
447,0.34,Premium,F,SI,4.55,4.58
723,0.33,Ideal,E,VS,4.43,4.46
3441,0.85,Ideal,E,SI,6.14,6.19
459,0.34,Ideal,I,SI,4.49,4.52
11460,1.51,Good,E,SI,7.23,7.28
3646,0.93,Premium,H,SI,6.24,6.21
928,0.33,Ideal,E,VS,4.42,4.37
764,0.3,Ideal,G,VVS,4.32,4.35
574,0.3,Very Good,D,SI,4.3,4.26
10333,1.7,Ideal,H,VS,7.61,7.54
11967,1.51,Ideal,H,VS,7.34,7.29
605,0.3,Good,G,VS,4.27,4.31
389,0.3,Ideal,H,SI,4.33,4.36
6662,1.03,Very Good,F,VS,6.47,6.49
7897,1.5,Good,H,SI,7.2,7.25
5632,1.23,Premium,I,VS,6.9,6.84
5154,1,Premium,G,SI,6.22,6.18
17079,2.01,Very Good,D,SI,8.07,8.15
1107,0.41,Premium,F,VS,4.77,4.75
2909,0.71,Ideal,H,VS,5.7,5.74
2268,0.7,Premium,G,SI,5.64,5.6
612,0.32,Ideal,E,VS,4.41,4.46
2686,0.71,Premium,F,VS,5.71,5.66
972,0.32,Ideal,D,VS,4.45,4.38
5547,0.9,Very Good,D,VS,6.11,6.14
939,0.33,Ideal,F,VVS,4.47,4.51
1963,0.56,Ideal,D,VS,5.27,5.31
1247,0.35,Premium,D,VVS,4.55,4.53
1087,0.42,Premium,H,VS,4.84,4.77
487,0.3,Ideal,G,SI,4.31,4.34
705,0.41,Very Good,F,SI,4.71,4.78
1879,0.51,Ideal,H,IF,5.14,5.18
1736,0.5,Premium,F,VS,5.12,5.1
851,0.46,Ideal,F,SI,4.95,4.98
11781,1.68,Ideal,E,SI,7.7,7.79
4181,0.83,Ideal,G,VS,5.99,6.03
6459,1.07,Ideal,F,VS,6.5,6.47
5147,1.01,Premium,D,SI,6.66,6.59
15618,2.01,Good,H,SI,8.22,8.18
1866,0.6,Ideal,F,VS,5.39,5.37
2359,0.78,Fair,G,SI,5.86,5.79
4063,0.97,Premium,F,SI,6.31,6.35
1963,0.56,Ideal,D,VS,5.32,5.36
6776,1.22,Ideal,H,SI,6.85,6.83
6421,1.5,Good,J,SI,7.25,7.18
4912,1.01,Very Good,E,SI,6.32,6.35
9808,1.55,Ideal,F,SI,7.36,7.42
1166,0.72,Good,F,I,5.72,5.62
652,0.33,Good,D,VS,4.4,4.44
2723,0.73,Good,E,VS,5.67,5.73
1959,0.51,Very Good,D,VS,5.1,5.13
2238,0.52,Ideal,G,VVS,5.15,5.2
1743,0.52,Ideal,G,VS,5.17,5.14
726,0.36,Premium,H,VVS,4.58,4.6
4444,1.24,Premium,H,SI,6.84,6.8
1851,0.51,Ideal,E,VS,5.16,5.11
14386,1.55,Very Good,G,VS,7.46,7.51
3791,1.24,Very Good,J,SI,6.79,6.74
1709,0.51,Very Good,G,VS,5.08,5.04
4657,1.2,Premium,J,SI,6.84,6.81
15529,1.51,Ideal,G,VVS,7.34,7.31
4044,1.02,Ideal,G,SI,6.42,6.37
3572,1.19,Premium,E,I,6.91,6.87
18691,1.5,Very Good,G,VS,7.31,7.38
5765,1.2,Ideal,I,VS,6.95,7.04
3942,1.1,Ideal,E,I,6.63,6.59
974,0.34,Ideal,G,IF,4.5,4.53
10214,1.52,Very Good,E,SI,7.31,7.25
1676,0.5,Ideal,E,VS,5.11,5.07
965,0.33,Ideal,G,VVS,4.46,4.42
1625,0.53,Ideal,G,VS,5.23,5.24
696,0.4,Ideal,E,SI,4.74,4.76
14680,1.52,Very Good,D,VS,7.32,7.24
858,0.43,Ideal,H,SI,4.83,4.77
506,0.3,Very Good,G,SI,4.28,4.25
382,0.28,Very Good,G,SI,4.2,4.25
2107,0.7,Premium,F,SI,5.69,5.65
3453,0.9,Good,F,SI,6.15,6.12
1607,0.59,Ideal,E,SI,5.36,5.39
589,0.32,Ideal,D,SI,4.39,4.42
2670,0.72,Premium,D,SI,5.88,5.79
382,0.3,Ideal,G,SI,4.26,4.3
7964,1.01,Premium,E,VS,6.39,6.33
7966,1,Ideal,D,VS,6.4,6.43
14542,1.51,Ideal,G,VS,7.38,7.41
880,0.34,Premium,H,VVS,4.5,4.46
1984,0.58,Premium,G,VS,5.41,5.35
6499,1.01,Premium,G,VS,6.38,6.46
13398,1.7,Ideal,G,VS,7.61,7.57
9711,1.01,Premium,E,VVS,6.42,6.36
9694,1.51,Very Good,H,SI,7.28,7.33
787,0.28,Very Good,F,IF,4.27,4.29
1305,0.71,Premium,J,SI,5.74,5.7
2147,0.6,Ideal,G,VS,5.43,5.47
4649,1,Ideal,I,SI,6.38,6.41
12795,1.19,Ideal,D,VVS,6.76,6.86
988,0.39,Ideal,F,VVS,4.71,4.74
3820,0.9,Ideal,G,SI,6.11,6.15
4826,0.98,Very Good,H,VS,6.45,6.38
2960,0.7,Very Good,D,VS,5.61,5.69
5951,1.02,Good,G,VS,6.28,6.34
523,0.31,Premium,G,SI,4.34,4.3
2210,0.7,Very Good,D,SI,5.59,5.65
6600,1,Premium,E,VS,6.39,6.42
929,0.32,Ideal,F,IF,4.4,4.44
561,0.32,Ideal,G,VS,4.38,4.4
3114,0.9,Good,H,SI,6.14,6.22
9276,1.07,Ideal,G,VVS,6.58,6.5
1273,0.42,Ideal,E,VVS,4.81,4.76
5807,1.22,Ideal,I,SI,6.99,6.93
932,0.36,Premium,F,VS,4.6,4.56
925,0.5,Good,D,SI,5.09,5.02
